JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3
29920,0,1,0,0
29922,0,0,1,0
29924,0,0,1,0
29926,0,0,1,0
29928,1,0,0,0
29930,0,0,1,0
29932,1,0,0,0
29934,0,1,0,0
29936,1,0,0,0
29938,0,0,1,0
29940,0,0,1,0
29942,0,1,0,0
29944,0,1,0,0
29946,0,1,0,0
29948,0,0,1,0
29950,0,1,0,0
29952,0,0,1,0
29954,0,0,1,0
29956,0,0,1,0
29958,0,0,1,0
29960,0,0,1,0
29962,0,1,0,0
29964,0,0,1,0
29966,0,0,1,0
29968,0,0,1,0
29970,0,0,1,0
29972,0,0,1,0
29974,0,0,1,0
29976,1,0,0,0
29978,1,0,0,0
29980,0,0,1,0
29982,1,0,0,0
29984,0,0,1,0
29986,1,0,0,0
29988,0,0,1,0
29990,1,0,0,0
29992,0,0,1,0
29994,0,1,0,0
29996,0,1,0,0
29998,0,1,0,0
30000,1,0,0,0
30002,0,1,0,0
30004,0,0,1,0
30006,1,0,0,0
30008,1,0,0,0
30010,0,0,1,0
30012,1,0,0,0
30014,0,0,1,0
30016,0,0,1,0
30018,0,0,1,0
30020,1,0,0,0
30022,1,0,0,0
30024,0,0,1,0
30026,0,0,1,0
30028,0,0,1,0
30030,0,0,1,0
30032,0,0,1,0
30034,0,0,1,0
30036,0,0,0,1
30038,1,0,0,0
30040,0,1,0,0
30042,0,1,0,0
30044,0,1,0,0
30046,0,0,1,0
30048,1,0,0,0
30050,1,0,0,0
30052,0,1,0,0
30054,1,0,0,0
30056,1,0,0,0
30058,1,0,0,0
30060,0,0,1,0
30062,1,0,0,0
30064,0,0,1,0
30066,0,0,1,0
30068,0,0,1,0
30070,0,0,1,0
30072,1,0,0,0
30074,0,0,1,0
30076,1,0,0,0
30078,1,0,0,0
30080,0,0,1,0
30082,0,0,1,0
30084,0,0,1,0
30086,0,0,1,0
30088,0,0,1,0
30090,1,0,0,0
30092,1,0,0,0
30094,1,0,0,0
30096,0,0,1,0
30098,0,0,1,0
30100,0,0,1,0
30102,0,0,1,0
30104,1,0,0,0
30106,0,0,1,0
30108,0,0,1,0
30110,0,1,0,0
30112,0,1,0,0
30114,0,0,1,0
30116,0,0,1,0
30118,1,0,0,0
30120,7,7,7,7
30122,7,7,7,7
30124,1,0,0,0
30126,1,0,0,0
30128,1,0,0,0
30130,1,0,0,0
30132,0,0,1,0
30134,1,0,0,0
30136,0,1,0,0
30138,0,1,0,0
30140,1,0,0,0
30142,0,0,1,0
30144,0,0,1,0
30146,0,0,1,0
30148,1,0,0,0
30150,0,0,1,0
30152,0,1,0,0
30154,0,0,1,0
30156,0,0,1,0
30158,0,1,0,0
30160,1,0,0,0
30162,0,1,0,0
30164,0,1,0,0
30166,0,1,0,0
30168,1,0,0,0
30170,1,0,0,0
30172,0,0,1,0
30174,0,1,0,0
30176,0,0,1,0
30178,0,0,1,0
30180,1,0,0,0
30182,0,0,1,0
30184,0,0,1,0
30186,1,0,0,0
30188,0,1,0,0
30190,0,0,1,0
30192,0,0,1,0
30194,1,0,0,0
30196,0,0,1,0
30198,0,1,0,0
30200,0,1,0,0
30202,1,0,0,0
30204,0,0,1,0
30206,1,0,0,0
30208,1,0,0,0
30210,1,0,0,0
30212,0,0,1,0
30214,0,0,0,0
30216,0,1,0,0
30218,0,0,1,0
30220,0,0,1,0
30222,0,0,1,0
30224,0,0,1,0
30226,1,0,0,0
30228,0,0,1,0
30230,0,1,0,0
30232,1,0,0,0
30234,0,0,1,0
30236,1,0,0,0
30238,0,1,0,0
30240,1,0,0,0
30242,0,1,0,0
30244,1,0,0,0
30246,0,0,1,0
30248,0,1,0,0
30250,1,0,0,0
30252,1,0,0,0
30254,0,1,0,0
30256,0,1,0,0
30258,0,0,1,0
30260,0,0,1,0
30262,0,1,0,0
30264,0,0,1,0
30266,0,1,0,0
30268,0,0,1,0
30270,0,0,1,0
30272,1,0,0,0
30274,1,0,0,0
30276,0,1,0,0
30278,0,0,1,0
30280,1,0,0,0
30282,0,1,0,0
30284,0,0,1,0
30286,0,0,1,0
30288,1,0,0,0
30290,0,0,1,0
30292,0,0,1,0
30294,0,0,1,0
30296,0,0,1,0
30298,0,1,0,0
30300,0,0,1,0
30302,1,0,0,0
30304,1,0,0,0
30306,0,0,1,0
30308,0,0,1,0
30310,0,0,1,0
30312,0,0,1,0
30314,0,0,1,0
30316,1,0,0,0
30318,0,0,0,0
30320,1,0,0,0
30322,1,0,0,0
30324,0,0,1,0
30326,1,0,0,0
30328,1,0,0,0
30330,0,1,0,0
30332,0,0,1,0
30334,0,0,1,0
30336,0,0,1,0
30338,0,0,1,0
30340,0,0,1,0
30342,1,0,0,0
30344,0,0,1,0
30346,1,0,0,0
30348,0,1,0,0
30350,0,1,0,0
30352,0,1,0,0
30354,0,0,1,0
30356,0,1,0,0
30358,1,0,0,0
30360,1,0,0,0
30362,0,1,0,0
30364,0,0,1,0
30366,0,1,0,0
30368,0,0,1,0
30370,0,1,0,0
30372,0,1,0,0
30374,0,1,0,0
30376,0,0,1,0
30378,1,0,0,0
30380,0,0,1,0
30382,0,1,0,0
30384,0,1,0,0
30386,1,0,0,0
30388,1,0,0,0
30390,1,0,0,0
30392,0,1,0,0
30394,0,0,1,0
30396,0,0,1,0
30398,0,0,1,0
30400,1,0,0,0
30402,1,0,0,0
30404,0,0,1,0
30406,0,0,1,0
30408,0,0,1,0
30410,0,0,1,0
30412,0,0,1,0
30414,0,0,1,0
30416,1,0,0,0
30418,1,0,0,0
30420,0,1,0,0
30422,0,1,0,0
30424,0,0,1,0
30426,0,0,1,0
30428,0,0,1,0
30430,0,0,1,0
30432,1,0,0,0
30434,0,0,1,0
30436,0,0,1,0
30438,0,0,1,0
30440,1,0,0,0
30442,0,0,1,0
30444,0,0,1,0
30446,0,0,1,0
30448,0,0,0,1
30450,0,0,1,0
30452,0,0,1,0
30454,0,0,1,0
30456,0,0,1,0
30458,0,1,0,0
30460,0,0,1,0
30462,1,0,0,0
30464,1,0,0,0
30466,1,0,0,0
30468,0,0,1,0
30470,1,0,0,0
30472,1,0,0,0
30474,1,0,0,0
30476,0,0,1,0
30478,0,0,1,0
30480,0,0,1,0
30482,0,0,1,0
30484,0,0,1,0
30486,0,0,1,0
30488,0,1,0,0
30490,0,0,1,0
30492,0,0,1,0
30494,1,0,0,0
30496,0,0,1,0
30498,0,1,0,0
30500,1,0,0,0
30502,0,0,0,1
30504,1,0,0,0
30506,1,0,0,0
30508,0,0,1,0
30510,0,1,0,0
30512,1,0,0,0
30514,0,1,0,0
30516,0,1,0,0
30518,0,0,1,0
30520,0,0,1,0
30522,0,0,1,0
30524,0,0,1,0
30526,1,0,0,0
30528,0,1,0,0
30530,0,0,1,0
30532,0,0,1,0
30534,0,0,1,0
30536,1,0,0,0
30538,0,0,1,0
30540,0,0,1,0
30542,1,0,0,0
30544,0,0,1,0
30546,1,0,0,0
30548,0,0,1,0
30550,0,0,1,0
30552,0,0,1,0
30554,0,0,1,0
30556,0,0,1,0
30558,1,0,0,0
30560,1,0,0,0
30562,0,0,1,0
30564,0,0,1,0
30566,0,0,1,0
30568,0,1,0,0
30570,0,0,1,0
30572,0,0,1,0
30574,1,0,0,0
30576,0,1,0,0
30578,0,0,1,0
30580,1,0,0,0
30582,0,0,1,0
30584,0,0,1,0
30586,0,0,1,0
30588,0,0,1,0
30590,0,0,1,0
30592,0,0,1,0
30594,0,0,1,0
30596,0,0,1,0
30598,0,0,1,0
30600,0,0,1,0
30602,1,0,0,0
30604,0,0,1,0
30606,0,0,1,0
30608,0,0,1,0
30610,0,0,1,0
30612,1,0,0,0
30614,1,0,0,0
30616,1,0,0,0
30618,0,0,1,0
30620,0,0,1,0
30622,0,1,0,0
30624,0,0,1,0
30626,0,0,1,0
30628,0,0,1,0
30630,1,0,0,0
30632,0,0,1,0
30634,0,0,1,0
30636,0,1,0,0
30638,0,0,1,0
30640,0,1,0,0
30642,1,0,0,0
30644,0,0,0,0
30646,0,1,0,0
30648,0,1,0,0
30650,1,0,0,0
30652,1,0,0,0
30654,1,0,0,0
30656,0,0,1,0
30658,0,1,0,0
30660,0,0,1,0
30662,0,0,1,0
30664,0,0,1,0
30666,0,0,1,0
30668,0,0,1,0
30670,0,0,1,0
30672,0,1,0,0
30674,0,0,1,0
30676,1,0,0,0
30678,1,0,0,0
30680,1,0,0,0
30682,1,0,0,0
30684,0,0,1,0
30686,0,0,1,0
30688,0,0,1,0
30690,0,0,1,0
30692,0,0,1,0
30694,0,0,1,0
30696,0,0,1,0
30698,0,0,1,0
30700,0,0,1,0
30702,0,0,1,0
30704,0,0,1,0
30706,0,0,1,0
30708,0,0,1,0
30710,0,0,1,0
30712,0,0,1,0
30714,1,0,0,0
30716,0,1,0,0
30718,1,0,0,0
30720,1,0,0,0
30722,1,0,0,0
30724,1,0,0,0
30726,0,0,1,0
30728,0,0,1,0
30730,0,0,1,0
30732,0,0,1,0
30734,0,0,1,0
30736,0,0,1,0
30738,1,0,0,0
30740,1,0,0,0
30742,1,0,0,0
30744,0,0,1,0
30746,0,0,1,0
30748,0,0,1,0
30750,0,1,0,0
30752,1,0,0,0
30754,0,0,1,0
30756,0,0,1,0
30758,1,0,0,0
30760,0,0,1,0
30762,0,0,1,0
30764,0,1,0,0
30766,0,0,1,0
30768,0,0,1,0
30770,0,0,1,0
30772,1,0,0,0
30774,0,1,0,0
30776,0,0,0,0
30778,0,0,1,0
30780,0,0,1,0
30782,0,0,1,0
30784,1,0,0,0
30786,1,0,0,0
30788,1,0,0,0
30790,0,0,0,0
30792,0,0,1,0
30794,0,0,1,0
30796,1,0,0,0
30798,0,0,1,0
30800,0,0,1,0
30802,0,1,0,0
30804,0,0,1,0
30806,0,0,1,0
30808,1,0,0,0
30810,0,0,1,0
30812,1,0,0,0
30814,1,0,0,0
30816,0,0,1,0
30818,0,0,1,0
30820,0,0,1,0
30822,1,0,0,0
30824,1,0,0,0
30826,1,0,0,0
30828,0,0,1,0
30830,0,1,0,0
30832,0,1,0,0
30834,0,0,1,0
30836,1,0,0,0
30838,0,0,1,0
30840,1,0,0,0
30842,0,0,1,0
30844,0,0,1,0
30846,0,0,1,0
30848,0,0,1,0
30850,1,0,0,0
30852,0,0,1,0
30854,0,0,1,0
30856,1,0,0,0
30858,0,0,1,0
30860,0,0,1,0
30862,0,0,1,0
30864,0,0,1,0
30866,0,1,0,0
30868,1,0,0,0
30870,0,1,0,0
30872,1,0,0,0
30874,0,0,1,0
30876,0,0,1,0
30878,0,0,1,0
30880,0,0,1,0
30882,1,0,0,0
30884,0,1,0,0
30886,0,1,0,0
30888,1,0,0,0
30890,0,1,0,0
30892,1,0,0,0
30894,1,0,0,0
30896,0,1,0,0
30898,0,1,0,0
30900,0,0,0,1
30902,0,1,0,0
30904,0,1,0,0
30906,0,0,1,0
30908,0,0,1,0
30910,0,0,0,1
30912,1,0,0,0
30914,0,0,1,0
30916,0,0,1,0
30918,0,1,0,0
30920,1,0,0,0
30922,1,0,0,0
30924,0,1,0,0
30926,0,0,1,0
30928,1,0,0,0
30930,1,0,0,0
30932,0,0,1,0
30934,1,0,0,0
30936,1,0,0,0
30938,0,0,1,0
30940,1,0,0,0
30942,0,1,0,0
30944,0,0,1,0
30946,0,0,1,0
30948,0,0,1,0
30950,1,0,0,0
30952,1,0,0,0
30954,1,0,0,0
30956,0,0,1,0
30958,0,0,1,0
30960,1,0,0,0
30962,1,0,0,0
30964,0,0,1,0
30966,0,0,1,0
30968,0,0,1,0
30970,1,0,0,0
30972,0,0,1,0
30974,0,1,0,0
30976,1,0,0,0
30978,1,0,0,0
30980,0,1,0,0
30982,0,0,1,0
30984,1,0,0,0
30986,0,0,1,0
30988,0,0,1,0
30990,1,0,0,0
30992,0,0,1,0
30994,0,0,1,0
30996,1,0,0,0
30998,1,0,0,0
31000,0,0,1,0
31002,0,0,1,0
31004,1,0,0,0
31006,1,0,0,0
31008,0,0,1,0
31010,0,0,1,0
31012,0,0,1,0
31014,0,0,1,0
31016,1,0,0,0
31018,0,0,1,0
31020,0,0,1,0
31022,0,0,1,0
33742,1,0,0,0
33744,0,0,1,0
33746,0,0,1,0
33748,0,1,0,0
33750,0,0,1,0
33752,1,0,0,0
33754,0,0,1,0
33756,0,0,1,0
33758,0,1,0,0
33760,0,0,1,0
33762,0,1,0,0
33764,0,0,1,0
33766,0,1,0,0
33768,0,1,0,0
33770,1,0,0,0
33908,0,1,0,0
33910,0,1,0,0
33980,1,0,0,0
33982,1,0,0,0
33984,0,1,0,0
33986,0,0,1,0
33988,1,0,0,0
33990,0,1,0,0
33992,1,0,0,0
33994,0,0,1,0
33996,0,1,0,0
33998,1,0,0,0
34000,1,0,0,0
34002,1,0,0,0
34004,1,0,0,0
34006,0,1,0,0
34008,1,0,0,0
34010,0,1,0,0
34012,0,1,0,0
34014,1,0,0,0
34016,0,0,1,0
34018,0,0,1,0
34020,0,0,1,0
34022,0,0,1,0
34024,1,0,0,0
34026,0,0,1,0
34028,0,1,0,0
34030,0,0,1,0
34032,0,1,0,0
34034,1,0,0,0
34036,0,0,1,0
34038,1,0,0,0
34040,0,0,1,0
34042,0,0,1,0
34044,0,0,1,0
34046,0,1,0,0
34048,0,1,0,0
34050,1,0,0,0
34052,1,0,0,0
34054,0,1,0,0
34056,0,0,1,0
34058,0,0,1,0
34060,0,0,1,0
34062,0,0,1,0
34064,0,0,1,0
34066,0,0,1,0
34068,0,0,1,0
34070,1,0,0,0
34072,1,0,0,0
34074,0,0,1,0
34076,1,0,0,0
34078,0,0,1,0
34080,0,1,0,0
34082,1,0,0,0
34084,1,0,0,0
34086,0,0,1,0
34088,0,1,0,0
34090,0,1,0,0
34092,0,0,1,0
34094,1,0,0,0
34096,0,1,0,0
34098,1,0,0,0
34100,0,1,0,0
34102,0,1,0,0
34104,1,0,0,0
34106,1,0,0,0
34108,0,0,1,0
34110,0,0,1,0
34112,0,0,1,0
34114,0,0,1,0
34116,1,0,0,0
34118,0,0,1,0
34120,0,0,0,0
34122,0,0,1,0
34124,0,0,1,0
34126,0,0,1,0
34128,0,0,1,0
34130,1,0,0,0
34132,0,1,0,0
34134,0,0,1,0
34136,0,1,0,0
34138,1,0,0,0
34140,0,0,1,0
34142,0,0,1,0
34144,0,0,1,0
34146,0,1,0,0
34148,0,1,0,0
34150,0,1,0,0
34152,0,0,1,0
34154,1,0,0,0
34156,0,1,0,0
34158,0,0,1,0
34160,0,0,1,0
34162,0,0,1,0
34164,1,0,0,0
34166,1,0,0,0
34168,0,1,0,0
34170,1,0,0,0
34172,0,0,1,0
34174,0,1,0,0
34176,1,0,0,0
34178,0,0,1,0
34180,0,1,0,0
34182,0,1,0,0
34184,0,0,1,0
34808,0,0,1,0
34810,0,0,1,0
34812,0,0,1,0
34814,0,1,0,0
34816,0,1,0,0
34818,0,1,0,0
34820,0,0,1,0
34822,1,0,0,0
34824,0,1,0,0
34826,0,0,1,0
34828,0,1,0,0
34830,0,0,1,0
34832,0,1,0,0
34834,0,1,0,0
34836,1,0,0,0
34838,0,1,0,0
34840,1,0,0,0
34842,1,0,0,0
34844,0,0,1,0
34846,0,1,0,0
34848,0,0,1,0
34850,0,0,1,0
34852,0,0,1,0
34854,0,0,1,0
34856,0,0,1,0
34858,0,0,1,0
34860,1,0,0,0
34862,1,0,0,0
34864,1,0,0,0
34866,0,1,0,0
34868,1,0,0,0
34870,1,0,0,0
