JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3
19626,0,0,1,0
19628,0,1,0,0
19630,0,0,1,0
19632,0,0,1,0
19634,0,1,0,0
19636,1,0,0,0
19638,0,1,0,0
19640,0,1,0,0
19642,0,0,1,0
19644,0,1,0,0
19646,1,0,0,0
19648,0,0,1,0
19650,0,0,1,0
19652,0,0,1,0
19654,0,0,1,0
19656,0,1,0,0
19658,1,0,0,0
19660,1,0,0,0
19662,0,0,1,0
19664,0,0,1,0
19666,1,0,0,0
19668,1,0,0,0
19670,0,0,1,0
19672,0,0,1,0
19674,1,0,0,0
19676,1,0,0,0
19678,0,0,1,0
19680,0,1,0,0
19682,1,0,0,0
19684,0,1,0,0
19686,1,0,0,0
19688,1,0,0,0
19690,0,0,1,0
19692,0,0,1,0
19694,0,1,0,0
19696,0,0,1,0
19698,0,0,1,0
19700,0,1,0,0
19702,0,0,1,0
19704,1,0,0,0
19706,0,0,1,0
19708,0,0,1,0
19710,0,0,1,0
19712,0,0,1,0
19714,0,0,1,0
19716,0,0,1,0
19718,1,0,0,0
19720,0,0,1,0
19722,0,0,1,0
19724,0,0,1,0
19726,1,0,0,0
19728,0,0,1,0
19730,0,0,1,0
19732,0,0,1,0
19734,1,0,0,0
19736,1,0,0,0
19738,1,0,0,0
19740,1,0,0,0
19742,0,1,0,0
19744,0,0,1,0
19746,0,0,1,0
19748,0,0,1,0
19750,1,0,0,0
19752,0,0,1,0
19754,0,0,1,0
19756,0,0,1,0
19758,0,0,1,0
19760,1,0,0,0
19762,1,0,0,0
19764,1,0,0,0
19766,7,7,7,7
19768,1,0,0,0
19770,1,0,0,0
19772,0,0,1,0
19774,0,1,0,0
19776,0,0,1,0
19778,1,0,0,0
19780,0,1,0,0
19782,0,1,0,0
19784,1,0,0,0
19786,1,0,0,0
19788,1,0,0,0
19790,1,0,0,0
19792,0,0,1,0
19794,1,0,0,0
19796,1,0,0,0
19798,0,0,1,0
19800,1,0,0,0
19802,1,0,0,0
19804,1,0,0,0
19806,1,0,0,0
19808,1,0,0,0
19810,1,0,0,0
19812,1,0,0,0
19814,1,0,0,0
19816,1,0,0,0
19818,0,0,1,0
19820,1,0,0,0
19822,0,1,0,0
19824,1,0,0,0
19826,0,0,1,0
19828,0,0,1,0
19830,1,0,0,0
19832,0,0,1,0
19834,1,0,0,0
19836,1,0,0,0
19838,0,1,0,0
19840,0,0,1,0
19842,0,0,1,0
19844,0,0,1,0
19846,0,0,1,0
19848,1,0,0,0
19850,0,0,1,0
19852,1,0,0,0
19854,1,0,0,0
19856,1,0,0,0
19858,0,0,1,0
19860,0,0,1,0
19862,0,0,1,0
19864,1,0,0,0
19866,0,0,1,0
19868,1,0,0,0
19870,0,1,0,0
19872,1,0,0,0
19874,1,0,0,0
19876,1,0,0,0
19878,1,0,0,0
19880,1,0,0,0
19882,1,0,0,0
19884,1,0,0,0
19886,0,0,1,0
19888,0,0,1,0
19890,0,0,1,0
19892,0,0,1,0
19894,0,1,0,0
19896,0,1,0,0
19898,1,0,0,0
19900,0,0,1,0
19902,0,0,1,0
19904,1,0,0,0
19906,1,0,0,0
19908,0,1,0,0
19910,1,0,0,0
19912,0,0,1,0
19914,0,0,1,0
19916,0,0,1,0
19918,1,0,0,0
19920,0,0,1,0
19922,1,0,0,0
19924,0,1,0,0
19926,0,1,0,0
19928,1,0,0,0
19930,1,0,0,0
19932,1,0,0,0
19934,1,0,0,0
19936,1,0,0,0
19938,1,0,0,0
19940,1,0,0,0
19942,1,0,0,0
19944,0,0,1,0
19946,0,0,1,0
19948,0,0,1,0
19950,0,0,1,0
19952,0,1,0,0
19954,1,0,0,0
19956,1,0,0,0
19958,1,0,0,0
19960,0,0,1,0
19962,1,0,0,0
19964,1,0,0,0
19966,0,1,0,0
19968,1,0,0,0
19970,1,0,0,0
19972,0,1,0,0
19974,0,0,1,0
19976,0,1,0,0
19978,0,0,1,0
19980,1,0,0,0
19982,1,0,0,0
19984,0,1,0,0
19986,1,0,0,0
19988,1,0,0,0
19990,1,0,0,0
19992,1,0,0,0
19994,0,1,0,0
19996,0,1,0,0
19998,0,0,1,0
20000,1,0,0,0
20002,0,0,1,0
20004,1,0,0,0
20006,1,0,0,0
20008,1,0,0,0
20010,1,0,0,0
20012,1,0,0,0
20014,1,0,0,0
20016,1,0,0,0
20018,0,1,0,0
20020,0,0,1,0
20022,1,0,0,0
20024,0,0,1,0
20026,0,0,1,0
20028,0,0,1,0
20030,0,0,1,0
20032,0,0,1,0
20034,1,0,0,0
20036,0,0,1,0
20038,0,0,1,0
20040,1,0,0,0
20042,1,0,0,0
20044,0,0,1,0
20046,0,0,1,0
20048,0,1,0,0
20050,0,0,1,0
20052,1,0,0,0
20054,1,0,0,0
20056,0,0,1,0
20058,0,0,1,0
20060,0,0,1,0
20062,1,0,0,0
20064,0,0,1,0
20066,0,1,0,0
20068,1,0,0,0
20070,0,0,1,0
20072,0,0,1,0
20074,1,0,0,0
20076,7,7,7,7
20078,7,7,7,7
20080,0,0,1,0
20082,0,0,1,0
20084,0,0,1,0
20086,1,0,0,0
20088,0,0,1,0
20090,0,0,1,0
20092,0,1,0,0
20094,0,0,1,0
20096,1,0,0,0
20098,1,0,0,0
20100,1,0,0,0
20102,0,0,1,0
20104,0,1,0,0
20106,0,0,1,0
20108,1,0,0,0
20110,1,0,0,0
20112,0,1,0,0
20114,0,0,1,0
20116,0,0,1,0
20118,0,0,1,0
20120,0,1,0,0
20122,0,0,1,0
20124,1,0,0,0
20126,1,0,0,0
20128,0,0,1,0
20130,0,0,1,0
20132,0,0,1,0
20134,0,1,0,0
20136,0,1,0,0
20138,1,0,0,0
20140,0,0,1,0
20142,0,1,0,0
20144,0,1,0,0
20146,0,0,1,0
20148,1,0,0,0
20150,1,0,0,0
20152,1,0,0,0
20154,1,0,0,0
20156,0,1,0,0
20158,1,0,0,0
20160,0,0,1,0
20162,0,1,0,0
20164,1,0,0,0
20166,0,0,1,0
20168,0,0,1,0
20170,1,0,0,0
20172,0,0,1,0
20174,0,0,1,0
20176,1,0,0,0
20178,0,0,1,0
20180,1,0,0,0
20182,1,0,0,0
20184,0,0,1,0
20186,1,0,0,0
20188,1,0,0,0
20190,1,0,0,0
20192,1,0,0,0
20194,0,0,1,0
20196,1,0,0,0
20198,0,1,0,0
20200,0,0,1,0
20202,1,0,0,0
20204,1,0,0,0
20206,0,1,0,0
20208,0,0,0,0
20210,0,0,0,0
20212,1,0,0,0
20214,1,0,0,0
20216,0,1,0,0
20218,1,0,0,0
20220,0,0,1,0
20222,0,0,0,1
20224,0,0,1,0
20226,1,0,0,0
20228,0,0,1,0
20230,1,0,0,0
20232,0,0,1,0
20234,0,1,0,0
20236,0,1,0,0
20238,0,0,1,0
20240,0,0,1,0
20242,0,1,0,0
20244,0,1,0,0
20246,0,0,1,0
20248,0,0,1,0
20250,1,0,0,0
20252,0,1,0,0
20254,1,0,0,0
20256,0,0,1,0
20258,0,0,1,0
20260,1,0,0,0
20262,0,0,0,0
20264,0,1,0,0
20266,0,0,1,0
20268,1,0,0,0
20270,1,0,0,0
20272,0,0,1,0
20274,0,0,1,0
20276,1,0,0,0
20278,1,0,0,0
20280,0,1,0,0
20282,1,0,0,0
20284,0,0,1,0
20286,1,0,0,0
20288,0,1,0,0
20290,0,0,1,0
20292,0,0,1,0
20294,0,0,1,0
20296,1,0,0,0
20298,0,0,1,0
20300,0,0,0,0
20302,0,0,1,0
20304,0,0,1,0
20306,1,0,0,0
20308,0,0,0,0
20310,1,0,0,0
20312,0,1,0,0
20314,0,1,0,0
20316,1,0,0,0
20318,0,1,0,0
20320,1,0,0,0
20322,1,0,0,0
20324,0,1,0,0
20326,0,0,1,0
20328,1,0,0,0
20330,0,1,0,0
20332,1,0,0,0
20334,0,1,0,0
20336,1,0,0,0
20338,0,0,1,0
20340,0,0,1,0
20342,0,0,1,0
20344,1,0,0,0
20346,1,0,0,0
20348,1,0,0,0
20350,0,1,0,0
20352,1,0,0,0
20354,0,0,1,0
20356,0,0,1,0
20358,0,0,1,0
20360,1,0,0,0
20362,0,0,1,0
20364,0,0,1,0
20366,0,0,1,0
20368,0,1,0,0
20370,1,0,0,0
20372,0,0,1,0
20374,1,0,0,0
20376,0,0,1,0
20378,0,1,0,0
20380,1,0,0,0
20382,0,1,0,0
20384,0,0,1,0
20386,1,0,0,0
20388,1,0,0,0
20390,1,0,0,0
20392,1,0,0,0
20394,1,0,0,0
20396,0,0,1,0
20398,0,0,1,0
20400,0,0,1,0
20402,0,1,0,0
20404,0,1,0,0
20406,0,0,1,0
20408,0,0,1,0
20410,0,0,1,0
20412,0,1,0,0
20414,1,0,0,0
20416,0,1,0,0
20418,0,1,0,0
20420,0,0,1,0
20422,0,0,1,0
20424,1,0,0,0
20426,0,0,1,0
20428,0,1,0,0
20430,0,0,1,0
20432,1,0,0,0
20434,0,0,1,0
20436,0,0,1,0
20438,1,0,0,0
20440,1,0,0,0
20442,1,0,0,0
20444,1,0,0,0
20446,0,0,1,0
20448,1,0,0,0
20450,1,0,0,0
20452,1,0,0,0
20454,1,0,0,0
20456,0,0,1,0
20458,0,1,0,0
20460,1,0,0,0
20462,0,0,1,0
20464,0,1,0,0
20466,0,0,1,0
20468,1,0,0,0
20470,0,0,1,0
20472,0,1,0,0
20474,1,0,0,0
20476,1,0,0,0
20478,1,0,0,0
20480,0,0,1,0
20482,0,0,1,0
20484,0,1,0,0
20486,0,0,1,0
20488,1,0,0,0
20490,1,0,0,0
20492,1,0,0,0
20494,1,0,0,0
20496,0,1,0,0
20498,0,0,1,0
20500,0,1,0,0
20502,0,0,1,0
20504,0,0,1,0
20506,1,0,0,0
20508,1,0,0,0
20510,0,0,1,0
20512,1,0,0,0
20514,1,0,0,0
20516,0,0,1,0
20518,0,0,1,0
20520,0,0,1,0
20522,0,0,1,0
20524,0,0,1,0
20526,0,1,0,0
20528,1,0,0,0
20530,0,0,1,0
20532,0,1,0,0
20534,0,0,1,0
20536,1,0,0,0
20538,1,0,0,0
20540,0,1,0,0
20542,0,0,1,0
20544,1,0,0,0
20546,0,0,1,0
20548,0,0,1,0
20550,0,0,1,0
20552,0,0,1,0
20554,1,0,0,0
20556,0,0,1,0
20558,0,1,0,0
20560,1,0,0,0
20562,0,0,1,0
20564,0,0,1,0
20566,0,0,1,0
20568,0,0,1,0
20570,0,1,0,0
20572,1,0,0,0
20574,0,0,1,0
20576,0,0,1,0
20578,1,0,0,0
20580,1,0,0,0
20582,1,0,0,0
20584,0,0,1,0
20586,0,0,1,0
20588,1,0,0,0
20590,0,0,1,0
20592,0,0,1,0
20594,0,1,0,0
20596,0,0,1,0
20598,1,0,0,0
20600,0,1,0,0
20602,1,0,0,0
20604,1,0,0,0
20606,1,0,0,0
20608,1,0,0,0
20610,0,1,0,0
20612,1,0,0,0
20614,1,0,0,0
20616,1,0,0,0
20618,0,0,1,0
20620,1,0,0,0
20622,0,0,1,0
20624,0,0,1,0
20626,0,0,1,0
20628,0,1,0,0
20630,0,0,1,0
20632,0,1,0,0
20634,0,0,1,0
20636,1,0,0,0
20638,0,0,1,0
20640,1,0,0,0
20642,1,0,0,0
20644,0,0,1,0
20646,0,1,0,0
20648,0,0,1,0
20650,1,0,0,0
20652,0,1,0,0
20654,0,0,0,1
20656,1,0,0,0
20658,0,0,1,0
20660,0,0,1,0
20662,1,0,0,0
20664,0,0,1,0
20666,0,0,1,0
20668,0,0,1,0
20670,7,7,7,7
20672,7,7,7,7
20674,7,7,7,7
20676,7,7,7,7
20678,7,7,7,7
20680,7,7,7,7
20682,7,7,7,7
20684,7,7,7,7
20686,7,7,7,7
20688,7,7,7,7
20690,7,7,7,7
20692,7,7,7,7
20694,7,7,7,7
20696,7,7,7,7
20698,7,7,7,7
20700,0,1,0,0
20702,0,0,1,0
20704,0,0,1,0
20706,0,0,1,0
20708,1,0,0,0
20710,0,1,0,0
20712,0,0,1,0
20714,0,1,0,0
20716,0,1,0,0
20718,0,1,0,0
20720,0,1,0,0
20722,0,1,0,0
20724,0,1,0,0
20726,0,1,0,0
20728,1,0,0,0
20730,0,0,1,0
20732,0,1,0,0
20734,1,0,0,0
20736,0,1,0,0
20738,0,1,0,0
20740,1,0,0,0
20742,1,0,0,0
20744,1,0,0,0
20746,0,1,0,0
20748,0,0,1,0
20750,0,0,1,0
20752,1,0,0,0
20754,1,0,0,0
20756,1,0,0,0
20758,1,0,0,0
20760,0,1,0,0
20762,0,0,1,0
20764,0,0,1,0
20766,0,0,1,0
20768,0,0,1,0
20770,0,0,1,0
20772,0,0,1,0
20774,1,0,0,0
20776,0,0,1,0
20778,1,0,0,0
20780,0,0,1,0
20782,1,0,0,0
20784,0,0,1,0
20786,0,0,1,0
20788,1,0,0,0
20790,0,1,0,0
20792,0,0,1,0
20794,0,0,1,0
20796,0,0,1,0
20798,1,0,0,0
20800,0,1,0,0
20802,0,0,1,0
20804,0,0,1,0
20806,0,0,0,0
20808,1,0,0,0
20810,0,0,1,0
20812,0,0,1,0
20814,0,1,0,0
20816,0,0,1,0
20818,1,0,0,0
20820,0,0,1,0
20822,1,0,0,0
20824,1,0,0,0
20826,1,0,0,0
20828,1,0,0,0
20830,0,0,1,0
20832,0,1,0,0
20834,1,0,0,0
20836,1,0,0,0
20838,1,0,0,0
20840,0,0,1,0
20842,0,0,1,0
20844,1,0,0,0
20846,1,0,0,0
20848,1,0,0,0
20850,1,0,0,0
20852,0,1,0,0
20854,0,0,1,0
20856,0,0,1,0
20858,0,0,1,0
20860,0,1,0,0
20862,0,1,0,0
20864,0,1,0,0
20866,0,0,1,0
20868,1,0,0,0
20870,1,0,0,0
20872,1,0,0,0
20874,0,0,1,0
20876,0,1,0,0
20878,1,0,0,0
20880,1,0,0,0
20882,1,0,0,0
20884,1,0,0,0
20886,1,0,0,0
20888,1,0,0,0
20890,1,0,0,0
20892,0,0,1,0
20894,1,0,0,0
20896,1,0,0,0
20898,0,0,1,0
20900,1,0,0,0
21162,0,0,1,0
21164,0,0,1,0
21166,1,0,0,0
21168,1,0,0,0
21170,0,1,0,0
21172,0,0,1,0
21174,1,0,0,0
21176,1,0,0,0
21178,0,0,1,0
21180,0,0,1,0
21182,0,0,1,0
21184,0,1,0,0
21186,0,1,0,0
21188,1,0,0,0
21190,0,0,1,0
21192,1,0,0,0
21194,1,0,0,0
21196,1,0,0,0
21198,0,1,0,0
21200,1,0,0,0
21202,0,0,1,0
21204,1,0,0,0
21206,0,0,1,0
21208,1,0,0,0
21210,1,0,0,0
21212,0,1,0,0
21214,0,0,1,0
21216,1,0,0,0
21218,0,0,1,0
21220,1,0,0,0
21222,1,0,0,0
21224,1,0,0,0
21226,0,0,1,0
21228,1,0,0,0
21230,1,0,0,0
21232,1,0,0,0
21234,0,1,0,0
21236,0,1,0,0
21238,0,1,0,0
21240,0,0,1,0
21242,0,0,1,0
21244,1,0,0,0
21246,0,0,1,0
21248,1,0,0,0
21250,1,0,0,0
21252,0,0,0,1
21254,1,0,0,0
21256,1,0,0,0
21258,1,0,0,0
21496,1,0,0,0
21498,1,0,0,0
21500,0,0,1,0
21502,1,0,0,0
21504,1,0,0,0
21506,0,0,1,0
21508,1,0,0,0
21510,0,0,1,0
21512,0,0,1,0
21514,0,1,0,0
21516,0,1,0,0
21518,0,0,1,0
21520,0,0,1,0
21522,0,0,1,0
21524,1,0,0,0
21526,0,0,1,0
21528,0,1,0,0
21530,1,0,0,0
21532,0,0,1,0
21534,0,0,1,0
21536,1,0,0,0
21538,0,0,1,0
21540,0,1,0,0
21542,0,1,0,0
21544,0,0,1,0
21546,0,0,1,0
21548,1,0,0,0
21550,0,0,0,0
21552,0,0,0,0
21554,0,0,1,0
21556,1,0,0,0
21558,1,0,0,0
21560,1,0,0,0
21562,0,0,1,0
21564,0,0,1,0
21566,1,0,0,0
21568,1,0,0,0
21570,0,0,1,0
21572,1,0,0,0
21574,1,0,0,0
21576,0,0,1,0
21578,1,0,0,0
21580,0,0,1,0
21582,1,0,0,0
21584,0,0,1,0
21586,0,0,1,0
21588,1,0,0,0
21590,0,0,1,0
21592,1,0,0,0
21594,1,0,0,0
21596,1,0,0,0
21598,1,0,0,0
21600,0,0,1,0
21602,1,0,0,0
21604,1,0,0,0
21606,1,0,0,0
21608,1,0,0,0
21610,1,0,0,0
21612,1,0,0,0
21614,1,0,0,0
21616,1,0,0,0
21618,1,0,0,0
21620,1,0,0,0
21622,0,0,1,0
21624,0,0,1,0
21626,1,0,0,0
21628,0,1,0,0
21630,1,0,0,0
21632,1,0,0,0
21634,0,0,1,0
21636,1,0,0,0
21638,1,0,0,0
21640,1,0,0,0
21642,0,0,1,0
21644,0,0,1,0
21646,1,0,0,0
21648,1,0,0,0
21650,0,0,1,0
21652,0,0,1,0
21654,1,0,0,0
21656,0,0,1,0
21658,0,0,1,0
21660,0,0,1,0
21662,1,0,0,0
21664,1,0,0,0
28930,0,0,1,0
28932,1,0,0,0
28934,0,0,1,0
28936,0,1,0,0
28938,0,1,0,0
28940,0,1,0,0
28942,0,1,0,0
28944,0,0,1,0
28946,1,0,0,0
28948,0,1,0,0
28950,0,0,1,0
28952,0,0,1,0
28954,0,1,0,0
28956,0,0,1,0
28958,0,1,0,0
28960,0,0,1,0
28962,0,1,0,0
28964,0,0,1,0
28966,0,0,1,0
28968,0,0,1,0
28970,0,0,1,0
28972,0,0,1,0
28974,0,1,0,0
28976,0,0,1,0
28978,1,0,0,0
28980,0,0,1,0
28982,0,1,0,0
28984,0,0,1,0
28986,0,0,1,0
28988,0,1,0,0
28990,0,0,1,0
28992,0,0,1,0
28994,1,0,0,0
28996,0,1,0,0
28998,1,0,0,0
29000,0,0,1,0
29002,0,1,0,0
29004,0,0,1,0
29006,0,0,1,0
29008,1,0,0,0
29010,1,0,0,0
29012,1,0,0,0
29014,1,0,0,0
29016,0,0,1,0
29018,0,1,0,0
29020,0,0,1,0
29022,0,0,1,0
29024,0,0,1,0
29026,0,0,1,0
29028,0,1,0,0
29030,1,0,0,0
29032,0,0,1,0
29034,1,0,0,0
29036,0,0,1,0
29038,0,0,1,0
29040,0,0,1,0
29042,0,0,1,0
29044,1,0,0,0
29046,1,0,0,0
29048,0,1,0,0
29050,0,0,1,0
29052,7,7,7,7
29054,0,0,1,0
29056,0,0,1,0
29058,0,0,1,0
29060,0,0,1,0
29062,0,1,0,0
29064,0,0,1,0
29066,1,0,0,0
29068,0,1,0,0
29070,0,1,0,0
29072,0,1,0,0
29074,0,0,1,0
29076,0,0,1,0
29078,0,0,1,0
29080,1,0,0,0
29082,0,1,0,0
29084,0,0,1,0
29086,0,0,1,0
29088,1,0,0,0
29090,0,0,1,0
29092,0,0,1,0
29094,0,0,1,0
29096,1,0,0,0
29098,1,0,0,0
29100,0,1,0,0
29102,0,0,1,0
29104,0,0,1,0
29106,0,0,1,0
29108,0,0,1,0
29110,1,0,0,0
29112,0,0,1,0
29114,1,0,0,0
29116,0,1,0,0
29118,1,0,0,0
29120,1,0,0,0
29122,0,1,0,0
29124,0,0,1,0
29126,1,0,0,0
29128,1,0,0,0
29130,7,7,7,7
29132,7,7,7,7
29134,0,0,1,0
29136,0,0,1,0
29138,0,0,1,0
29140,1,0,0,0
29142,0,0,1,0
29144,0,0,1,0
29146,0,0,1,0
29148,0,0,1,0
29150,0,0,1,0
29152,0,0,1,0
29154,0,0,1,0
29156,0,0,1,0
29158,0,0,1,0
29160,0,1,0,0
29162,0,1,0,0
29164,0,1,0,0
29166,0,1,0,0
29168,0,1,0,0
29170,0,1,0,0
29172,0,1,0,0
29174,0,0,1,0
29176,0,0,1,0
29178,0,0,1,0
29180,0,0,1,0
29182,0,1,0,0
29184,0,0,1,0
29186,0,0,1,0
29188,0,0,1,0
29190,0,0,1,0
29192,0,0,1,0
29194,0,0,1,0
29196,0,1,0,0
29198,0,0,1,0
29200,0,0,1,0
29202,0,0,1,0
29204,0,0,1,0
29206,0,1,0,0
29208,1,0,0,0
29210,0,0,1,0
29212,0,0,1,0
29214,0,0,1,0
29216,1,0,0,0
29218,0,0,1,0
29220,0,0,1,0
29222,0,0,1,0
29224,1,0,0,0
29226,0,0,1,0
29228,1,0,0,0
29230,0,0,1,0
29232,0,0,1,0
29234,0,0,1,0
29236,0,0,1,0
29238,0,0,1,0
29240,0,0,1,0
29242,1,0,0,0
29244,0,0,1,0
29246,0,0,1,0
29248,0,0,1,0
29250,0,0,1,0
29252,0,0,1,0
29254,0,0,1,0
29256,0,0,1,0
29258,1,0,0,0
29260,1,0,0,0
29262,0,0,1,0
29264,1,0,0,0
29266,1,0,0,0
29268,0,0,1,0
29270,0,0,1,0
29272,0,0,1,0
29274,0,0,1,0
29276,1,0,0,0
29278,0,0,1,0
29280,1,0,0,0
29282,0,0,1,0
29284,1,0,0,0
29286,0,1,0,0
29288,1,0,0,0
29290,1,0,0,0
29292,1,0,0,0
29294,0,1,0,0
29296,0,1,0,0
29298,0,0,1,0
29300,0,0,1,0
29302,0,0,1,0
29304,0,0,1,0
29306,0,0,1,0
29308,0,0,1,0
29310,1,0,0,0
29312,0,0,1,0
29314,0,0,1,0
29316,0,1,0,0
29318,0,0,1,0
29320,0,1,0,0
29322,0,0,1,0
29324,0,0,1,0
29326,0,0,1,0
29328,0,0,1,0
29330,0,0,1,0
29332,0,1,0,0
29334,1,0,0,0
29336,0,1,0,0
29338,0,0,1,0
29340,0,0,1,0
29342,0,0,1,0
29344,0,0,1,0
29346,0,0,1,0
29348,1,0,0,0
29350,0,0,1,0
29352,0,0,1,0
29354,0,1,0,0
29356,1,0,0,0
29358,0,0,1,0
29360,0,0,1,0
29362,0,0,1,0
29364,0,0,1,0
29366,0,0,1,0
29368,0,1,0,0
29370,0,1,0,0
29372,0,0,1,0
29374,0,0,1,0
29376,0,1,0,0
29378,0,1,0,0
29380,0,0,1,0
29382,0,0,1,0
29384,0,0,1,0
29386,1,0,0,0
29388,1,0,0,0
29390,0,0,1,0
29392,0,0,1,0
29394,0,0,1,0
29396,0,0,1,0
29398,0,0,1,0
29400,0,0,1,0
29402,0,1,0,0
29404,0,1,0,0
29406,0,0,1,0
29408,0,1,0,0
29410,1,0,0,0
29412,0,0,1,0
29414,1,0,0,0
29416,1,0,0,0
29418,0,0,1,0
29420,0,0,1,0
29422,1,0,0,0
29424,1,0,0,0
29426,0,0,1,0
29428,0,0,1,0
29430,0,0,1,0
29432,0,0,1,0
29434,0,0,1,0
29436,0,0,1,0
29438,0,0,1,0
29440,1,0,0,0
29442,0,1,0,0
29444,0,1,0,0
29446,1,0,0,0
29448,0,0,1,0
29450,0,0,1,0
29452,0,0,1,0
29454,0,0,1,0
29456,1,0,0,0
29458,1,0,0,0
29460,0,0,1,0
29462,1,0,0,0
29464,0,0,1,0
29466,0,0,1,0
29468,0,1,0,0
29470,1,0,0,0
29472,0,0,1,0
29474,1,0,0,0
29476,0,0,1,0
29478,0,0,1,0
29480,1,0,0,0
29482,1,0,0,0
29484,0,0,1,0
29486,1,0,0,0
29488,0,0,1,0
29490,1,0,0,0
29492,0,1,0,0
29494,1,0,0,0
29496,0,0,1,0
29498,1,0,0,0
29500,0,0,1,0
29502,0,1,0,0
29504,0,0,1,0
29506,0,0,1,0
29508,0,0,1,0
29510,0,0,1,0
29512,0,1,0,0
29514,0,1,0,0
29516,0,0,1,0
29518,0,0,1,0
29520,1,0,0,0
29522,1,0,0,0
29524,0,0,1,0
29526,0,0,1,0
29528,1,0,0,0
29530,1,0,0,0
29532,0,0,1,0
29534,0,0,1,0
29536,1,0,0,0
29538,0,0,1,0
29540,1,0,0,0
29542,0,0,1,0
29544,0,0,1,0
29546,0,0,1,0
29548,0,1,0,0
29550,0,0,1,0
29552,1,0,0,0
29554,0,1,0,0
29556,0,1,0,0
29558,0,0,1,0
29560,1,0,0,0
29562,0,0,1,0
29564,1,0,0,0
29566,0,0,1,0
29568,0,1,0,0
29570,0,0,1,0
29572,0,1,0,0
29574,0,1,0,0
29576,1,0,0,0
29578,0,0,1,0
29580,0,0,1,0
29582,1,0,0,0
29584,1,0,0,0
29586,0,0,1,0
29588,0,0,1,0
29590,1,0,0,0
29592,0,0,1,0
29594,1,0,0,0
29596,0,0,1,0
29598,0,1,0,0
29600,1,0,0,0
29602,0,0,1,0
29604,1,0,0,0
29606,0,0,1,0
29608,0,0,1,0
29610,1,0,0,0
29612,1,0,0,0
29614,0,1,0,0
29616,1,0,0,0
29618,0,0,1,0
29620,0,1,0,0
29622,1,0,0,0
29624,0,1,0,0
29626,0,0,1,0
29628,1,0,0,0
29630,0,1,0,0
29632,0,1,0,0
29634,0,0,1,0
29636,0,1,0,0
29638,1,0,0,0
29640,0,0,1,0
29642,0,0,1,0
29644,0,0,1,0
29646,0,0,1,0
29648,0,1,0,0
29650,0,0,1,0
29652,0,0,1,0
29654,1,0,0,0
29656,1,0,0,0
29658,0,0,1,0
29660,0,0,1,0
29662,1,0,0,0
29664,0,0,1,0
29666,0,1,0,0
29668,1,0,0,0
29670,0,0,1,0
29672,0,0,1,0
29674,1,0,0,0
29676,0,0,1,0
29678,0,0,1,0
29680,1,0,0,0
29682,1,0,0,0
29684,0,0,1,0
29686,0,0,1,0
29688,0,0,1,0
29690,0,1,0,0
29692,1,0,0,0
29694,0,0,1,0
29696,0,1,0,0
29698,0,0,1,0
29700,1,0,0,0
29702,0,0,1,0
29704,0,0,1,0
29706,1,0,0,0
29708,1,0,0,0
29710,1,0,0,0
29712,0,0,1,0
29714,1,0,0,0
29716,0,0,1,0
29718,0,0,1,0
29720,0,0,1,0
29722,0,1,0,0
29724,0,1,0,0
29726,1,0,0,0
29728,0,0,1,0
29730,0,0,1,0
29732,0,0,1,0
29734,0,0,1,0
29736,0,1,0,0
29738,0,1,0,0
29740,0,0,1,0
29742,0,1,0,0
29744,0,0,1,0
29746,1,0,0,0
29748,1,0,0,0
29750,1,0,0,0
29752,1,0,0,0
29754,0,0,1,0
29756,1,0,0,0
29758,0,0,1,0
29760,1,0,0,0
29762,1,0,0,0
29764,0,0,1,0
29766,0,0,1,0
29768,0,0,1,0
29770,0,1,0,0
29772,0,0,1,0
29774,0,0,1,0
29776,1,0,0,0
29778,1,0,0,0
29780,1,0,0,0
29782,1,0,0,0
29784,0,0,1,0
29786,1,0,0,0
29788,0,0,1,0
29790,1,0,0,0
29792,0,1,0,0
29794,0,1,0,0
29796,0,1,0,0
29798,1,0,0,0
29800,0,1,0,0
29802,0,0,1,0
29804,0,1,0,0
29806,1,0,0,0
29808,0,1,0,0
29810,0,0,1,0
29812,0,0,1,0
29814,0,0,1,0
29816,0,0,1,0
29818,1,0,0,0
29820,1,0,0,0
29822,1,0,0,0
29824,0,0,1,0
29826,0,0,1,0
29828,0,0,1,0
29830,1,0,0,0
29832,0,0,1,0
29834,0,1,0,0
29836,1,0,0,0
29838,0,1,0,0
29840,1,0,0,0
29842,1,0,0,0
29844,0,0,1,0
29846,1,0,0,0
29848,1,0,0,0
29850,1,0,0,0
29852,0,1,0,0
29854,0,0,1,0
29856,1,0,0,0
29858,0,0,1,0
29860,0,0,1,0
29862,0,0,1,0
29864,1,0,0,0
29866,0,0,1,0
29868,0,0,1,0
29870,1,0,0,0
29872,0,0,1,0
29874,1,0,0,0
29876,0,0,1,0
29878,1,0,0,0
29880,0,0,1,0
29882,1,0,0,0
29884,1,0,0,0
29886,0,1,0,0
29888,7,7,7,7
29890,0,0,1,0
29892,0,0,1,0
29894,0,1,0,0
29896,0,0,1,0
29898,1,0,0,0
29900,1,0,0,0
29902,0,0,1,0
29904,0,0,1,0
29906,0,0,1,0
29908,0,1,0,0
29910,0,0,1,0
29912,0,0,1,0
29914,0,0,1,0
29916,0,0,1,0
29918,1,0,0,0
